"title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","pup id:ch1","Sex:ch1","time after_hypoxia_(or_age-matching,_for_control):ch1","tissue:ch1","treatment:ch1"
"G5_m1HIµg","GSM7660638","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 3","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083118","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023755","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660638/suppl/GSM7660638_G5_m1HImicrog.tsv.gz","Microglia","3","male","1 day","Hippocampus","Hypoxia"
"G6_m1HIµg","GSM7660639","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 5","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083119","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023756","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660639/suppl/GSM7660639_G6_m1HImicrog.tsv.gz","Microglia","5","male","1 day","Hippocampus","Hypoxia"
"G5_f3Nµg","GSM7660640","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N5","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083120","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023757","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660640/suppl/GSM7660640_G5_f3Nmicrog.tsv.gz","Microglia","N5","female","3 days","Hippocampus","None"
"G6_f3Nµg","GSM7660641","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N6","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083121","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023758","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660641/suppl/GSM7660641_G6_f3Nmicrog.tsv.gz","Microglia","N6","female","3 days","Hippocampus","None"
"G7_f3Nµg","GSM7660642","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N7","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083122","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023759","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660642/suppl/GSM7660642_G7_f3Nmicrog.tsv.gz","Microglia","N7","female","3 days","Hippocampus","None"
"G8_f3Nµg","GSM7660643","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N8","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083123","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023760","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660643/suppl/GSM7660643_G8_f3Nmicrog.tsv.gz","Microglia","N8","female","3 days","Hippocampus","None"
"G1_m3Nµg","GSM7660644","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N1","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083124","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023761","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660644/suppl/GSM7660644_G1_m3Nmicrog.tsv.gz","Microglia","N1","male","3 days","Hippocampus","None"
"G2_m3Nµg","GSM7660645","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N2","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083125","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023762","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660645/suppl/GSM7660645_G2_m3Nmicrog.tsv.gz","Microglia","N2","male","3 days","Hippocampus","None"
"G3_m3Nµg","GSM7660646","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N3","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083126","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023763","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660646/suppl/GSM7660646_G3_m3Nmicrog.tsv.gz","Microglia","N3","male","3 days","Hippocampus","None"
"G4_m3Nµg","GSM7660647","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: N4","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: None","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083127","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023764","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660647/suppl/GSM7660647_G4_m3Nmicrog.tsv.gz","Microglia","N4","male","3 days","Hippocampus","None"
"G18_f3HIµg","GSM7660648","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 10","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083128","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023765","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660648/suppl/GSM7660648_G18_f3HImicrog.tsv.gz","Microglia","10","female","3 days","Hippocampus","Hypoxia"
"G22_f3HIµg","GSM7660649","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083129","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023766","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660649/suppl/GSM7660649_G22_f3HImicrog.tsv.gz","Microglia","30","female","3 days","Hippocampus","Hypoxia"
"G20_f3HIµg","GSM7660650","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083130","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023767","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660650/suppl/GSM7660650_G20_f3HImicrog.tsv.gz","Microglia","30","female","3 days","Hippocampus","Hypoxia"
"G26_f3HIµg","GSM7660651","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 10","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083131","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023768","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660651/suppl/GSM7660651_G26_f3HImicrog.tsv.gz","Microglia","10","female","3 days","Hippocampus","Hypoxia"
"G28_f3HIµg","GSM7660652","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083132","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023769","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660652/suppl/GSM7660652_G28_f3HImicrog.tsv.gz","Microglia","30","female","3 days","Hippocampus","Hypoxia"
"G16_m3HIµg","GSM7660653","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 7","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083133","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023770","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660653/suppl/GSM7660653_G16_m3HImicrog.tsv.gz","Microglia","7","male","3 days","Hippocampus","Hypoxia"
"G14_m3HIµg","GSM7660654","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 1","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083134","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023771","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660654/suppl/GSM7660654_G14_m3HImicrog.tsv.gz","Microglia","1","male","3 days","Hippocampus","Hypoxia"
"G12_m3HIµg","GSM7660655","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Microglia","pup id: 3","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal microglia age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083135","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023772","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660655/suppl/GSM7660655_G12_m3HImicrog.tsv.gz","Microglia","3","male","3 days","Hippocampus","Hypoxia"
