gene_symbol,n_groups,predominant_direction,n_up,n_down,mean_log2FC,groups
Echdc2,4,UP,4,0,8.579649842468049,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Nwd2,4,UP,3,1,8.440975333889975,Acc4_hypothalamus_Lira;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Brwd3,4,UP,3,1,8.122480546002343,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Atp11c,4,UP,3,1,7.965514585652959,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ccdc78,4,UP,4,0,6.80585773447323,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Adap2,4,UP,4,0,5.665967471662465,Acc5_pvn_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Acvr1c,4,UP,3,1,5.380568398260025,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Mt2,4,UP,4,0,0.9272954991818962,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Arrdc2,4,UP,4,0,0.9049995333455023,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115
Ptma,4,UP,4,0,0.6626774918926519,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Sult1a1,4,UP,4,0,0.6611862873829883,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115
Fos,4,DOWN,1,3,-0.2229281123751574,Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Itgb8,4,DOWN,1,3,-0.2829408404310195,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nr4a3,4,DOWN,1,3,-0.3530706089637884,Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Gm12657,4,UP,2,2,-0.6178675077057606,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Prrg1,4,DOWN,0,4,-0.651965965544793,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zmym1,4,DOWN,0,4,-0.7135871243875512,Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hspa1a,4,DOWN,0,4,-0.7353347765434908,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hypothalamus_LT_A_Ex
Loc108168933,4,DOWN,0,4,-0.8421758311712895,Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hspa1b,4,DOWN,0,4,-1.2932181819469686,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Jsrp1,4,UP,3,1,-1.7656803847065927,Acc6_dvc_AC3174;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ripk4,3,UP,2,1,13.429159457699194,Acc6_dvc_AC710222;Acc6_dvc_COMBO;Acc8_hypothalamus_LT_A_Ex
Zfp41,3,UP,3,0,12.410943896393036,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Myo1e,3,UP,3,0,12.05345235929999,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Szt2,3,UP,3,0,11.663139631771875,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cacna1d,3,UP,3,0,11.291666481571285,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Dock5,3,UP,3,0,11.214834637254407,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Pawr,3,UP,3,0,10.876390514029806,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cdc45,3,UP,3,0,10.816238877484446,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ccdc9b,3,UP,3,0,10.739682423412603,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ptgr1,3,UP,3,0,10.450660905474843,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Mgmt,3,UP,3,0,10.33692298530587,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Tm7sf2,3,UP,3,0,10.24337266001959,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ccn1,3,UP,3,0,10.111139239255186,Acc6_dvc_AC3174;Acc6_dvc_AC710222;Acc6_dvc_COMBO
Gm5532,3,UP,3,0,9.976591389178475,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cgnl1,3,UP,3,0,9.974542897126366,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Epha10,3,UP,3,0,9.94600848235721,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Bc065397,3,UP,3,0,9.921538348310172,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Igfbp2,3,UP,3,0,9.920649458766581,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cd53,3,UP,3,0,9.918463655572502,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Gm14168,3,UP,3,0,9.771276416934027,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc9b2,3,UP,3,0,9.471728850079712,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fam167a,3,UP,3,0,9.24240860102109,Acc6_dvc_AC3174;Acc6_dvc_AC710222;Acc6_dvc_COMBO
Nupr2,3,UP,3,0,8.533561740255944,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Calcr,3,UP,3,0,8.393146088816707,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc4a7,3,UP,3,0,8.009010043975708,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
H2bc21,3,UP,3,0,7.883084420720194,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Tmem131l,3,UP,3,0,7.577875486326138,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
F12,3,UP,3,0,7.4950439233648956,Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Gpr179,3,UP,3,0,7.487201624761856,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc8_hippocampus_ST_A_Ex
C2cd4d,3,UP,3,0,7.197142854449617,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Pxdn,3,UP,3,0,6.985647812770608,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Eya1,3,UP,3,0,6.935370421666813,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Kcng1,3,UP,2,1,6.804401913302147,Acc5_arc_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Flna,3,UP,3,0,6.665944374236166,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Zfp385c,3,UP,3,0,6.665059091649457,Acc6_dvc_AC3174;Acc6_dvc_AC710222;Acc6_dvc_COMBO
Lipt2,3,UP,3,0,6.466207965606629,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Rexo5,3,UP,3,0,6.385999876766289,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Hspa12b,3,UP,3,0,6.07317398235558,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Zfp52,3,UP,2,1,5.744241905693209,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Msantd2,3,UP,3,0,5.18073453026642,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fam241a,3,UP,2,1,5.124337035150349,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Zfp771,3,UP,3,0,5.014479531465098,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Xkr8,3,UP,3,0,4.950246542965353,Acc6_dvc_AC3174;Acc6_dvc_AC710222;Acc6_dvc_COMBO
Mreg,3,UP,3,0,4.758004623283353,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Sema6a,3,UP,3,0,4.736209509863961,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cdan1,3,UP,3,0,3.912796214940217,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Rnf19b,3,UP,3,0,3.0475875173473903,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Pan3,3,UP,3,0,2.847622450427424,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Mertk,3,UP,3,0,2.8376398825132,Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115;Acc6_mbh_AC710222
Nkx2-1,3,UP,3,0,2.632360346107544,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Ubqln1,3,UP,3,0,2.4155920990511714,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Rbm26,3,UP,3,0,2.2499336521079707,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Apmap,3,UP,3,0,2.0986367134527986,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Uri1,3,UP,3,0,1.9879745333031593,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Zfyve9,3,UP,3,0,1.9847889301955712,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fance,3,UP,3,0,1.978031749855857,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Gm13889,3,UP,3,0,1.7065786916624617,Acc5_nts_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Baz1b,3,UP,3,0,1.584431199159097,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Oprm1,3,UP,3,0,1.4146183025907508,Acc3_hypothalamus_conjugate_2;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Glud1,3,UP,2,1,1.1241184595070393,Acc11_hippocampus_Ex4_mTBI;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ada,3,UP,3,0,1.0568976308833777,Acc3_accumbens_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Ndufb1,3,UP,3,0,1.0452325198891919,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Nrap,3,UP,3,0,1.0201611379936428,Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex
Rps29,3,UP,3,0,1.0157910982531033,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ptgs2,3,UP,2,1,0.9744049674284163,Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Kctd3,3,UP,3,0,0.9608403002524105,Acc11_hippocampus_Ex4;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Clec2d,3,UP,3,0,0.8845823910218545,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
3110070m22rik,3,UP,3,0,0.8657080836361734,Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex_KD
Lysmd2,3,UP,3,0,0.8438224864187177,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Tmem256,3,UP,3,0,0.8260963528891874,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ndufa5,3,UP,3,0,0.7762679730136351,Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Casq1,3,UP,3,0,0.7665293744577819,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Dbp,3,UP,3,0,0.743483876200331,Acc10_hippocampus_Ex4_Pre_TBI;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex_KD
Slirp,3,UP,3,0,0.7376970961888335,Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fosl2,3,UP,2,1,0.7370593710031859,Acc3_hypothalamus_conjugate_2;Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115
Cebpd,3,UP,3,0,0.6920637034664955,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115
Mrpl52,3,UP,3,0,0.6886628185621898,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mxd4,3,UP,2,1,0.6754910966415085,Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hypothalamus_LT_A_Ex
Rps27,3,UP,3,0,0.6647012786336896,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ndufb9,3,UP,3,0,0.6607010744477245,Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm19439,3,UP,3,0,0.6517856083482721,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Net1,3,UP,3,0,0.6096729795337387,Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115
Cox5b,3,UP,2,1,0.6072887259086551,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ddit4,3,UP,3,0,0.5944395746682679,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex
Hspe1,3,UP,3,0,0.5904720235566817,Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snrpe,3,UP,3,0,0.5714736834292704,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Rpl23a,3,UP,3,0,0.5567451125553893,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gar1,3,UP,2,1,0.39673213242954425,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ppp1ccb,3,UP,2,1,0.377713874405235,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Loc115490443,3,UP,2,1,0.37517298125009785,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Egr4,3,DOWN,1,2,0.3746379637435593,Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Srp54a,3,UP,2,1,0.3436253259422862,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Gucy1a2,3,UP,2,1,0.337574939510709,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Lamb3,3,UP,2,1,0.31440046061034604,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
D330050i16rik,3,UP,2,1,0.30502022021326664,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Aff2,3,UP,2,1,0.27884700588941924,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Tekt4,3,UP,2,1,0.2556160396629551,Acc3_hypothalamus_GLP_1_MK_801;Acc5_pvn_IP118_PY115;Acc8_hypothalamus_LT_A_Ex
Epm2aip1,3,UP,2,1,0.2425646707845803,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801
A330074k22rik,3,UP,2,1,0.22931794285495055,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Kcnj6,3,UP,2,1,0.18930790954361212,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
1110025m09rik,3,UP,2,1,0.16834669433497904,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Zfand6,3,UP,2,1,0.1563133488367738,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801
Rsad2,3,UP,2,1,0.12259313846391418,Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
2410006h16rik,3,UP,2,1,0.10931594660450776,Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm20346,3,UP,2,1,0.0697965748326463,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Klhl11,3,DOWN,1,2,-0.15991392047087186,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Parp14,3,DOWN,1,2,-0.17331621177954337,Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Calcrl,3,DOWN,1,2,-0.20598634209080868,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Gbp9,3,DOWN,1,2,-0.20915250143486827,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Zfp934,3,DOWN,1,2,-0.21570051079818045,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ifi203,3,DOWN,1,2,-0.2520366656526862,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Trim34a,3,DOWN,1,2,-0.29177770252638163,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Slfn8,3,DOWN,1,2,-0.31058759649085516,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Gm15421,3,DOWN,1,2,-0.3288671119559133,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hippocampus_YA_Ex
Ifit1,3,DOWN,1,2,-0.3387970813873418,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Zfp976,3,DOWN,0,3,-0.5243272873598416,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ptchd1,3,DOWN,0,3,-0.580043877635715,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tmem47,3,DOWN,0,3,-0.6190117332420383,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
4732491k20rik,3,UP,2,1,-0.6570609158618992,Acc6_mbh_AC3174;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zxdb,3,DOWN,0,3,-0.8274302418190276,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Spata9,3,DOWN,0,3,-0.9429370825796637,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Elmod3,3,DOWN,0,3,-1.7684383402113648,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Kcnh5,3,UP,2,1,-2.79851917515663,Acc3_brainstem_GLP_1_MK_801;Acc6_mbh_AC3174;Acc8_hippocampus_ST_A_Ex_KD
Samd9l,3,DOWN,1,2,-3.07612358071041,Acc6_mbh_AC3174;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Rab37,3,UP,2,1,-3.4204390105138227,Acc6_mbh_AC3174;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Slc5a11,3,DOWN,1,2,-28.530123964013793,Acc6_dvc_AC3174;Acc6_dvc_COMBO;Acc8_hippocampus_ST_A_Ex
Ppp1r17,2,UP,2,0,11.200549192908607,Acc6_dvc_AC3174;Acc6_dvc_COMBO
Srpk3,2,UP,2,0,11.054129135403402,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc10a7,2,UP,2,0,10.875839706869156,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Slc26a6,2,UP,2,0,10.67623119604275,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Ctf1,2,UP,2,0,10.530920676811945,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Pde3a,2,UP,2,0,10.27189104156934,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Vsir,2,UP,2,0,10.23403402781123,Acc6_mbh_AC3174;Acc6_mbh_AC710222
Ankrd23,2,UP,2,0,10.208040961690168,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Gm12144,2,UP,2,0,9.992370468830805,Acc6_mbh_AC3174;Acc6_mbh_COMBO
F11r,2,UP,2,0,9.888863559913142,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Slc35d3,2,UP,2,0,9.871345149524483,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Plekhh2,2,UP,2,0,9.47626908750431,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Fmnl3,2,UP,2,0,9.294806237303957,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Adra2c,2,UP,2,0,8.620951497326477,Acc6_mbh_AC3174;Acc6_mbh_COMBO
9130221h12rik,2,UP,2,0,8.584349480447152,Acc6_mbh_AC3174;Acc6_mbh_COMBO
